support,itemsets
0.37833238797504254,"campaign_bin=2-3, default=no"
0.3773870296842503,education=tertiary
0.37511816978634904,"contact=cellular, default=no, education=secondary"
0.37474002647003213,"default=no, education=tertiary"
0.3732274532047646,"age_bin=31-45, contact=cellular"
0.37209302325581395,"campaign_bin=1, contact=cellular, loan=no"
0.36887880506712045,"age_bin=31-45, contact=cellular, default=no"
0.36585365853658536,housing=yes
0.3641520136131594,"housing=no, loan=no, poutcome=unknown"
0.36396294195500095,"housing=no, loan=no, previous_bin=0"
0.36396294195500095,"housing=no, loan=no, pdays_bin=never_contacted"
0.3615050103989412,marital=single
0.36037058044999054,"default=no, housing=yes"
0.3575345055776139,"default=no, marital=single"
0.3526186424654944,"education=tertiary, loan=no"
0.35053885422575154,"default=no, education=tertiary, loan=no"
0.34732463603705804,"campaign_bin=2-3, loan=no"
0.3452448477973152,"campaign_bin=2-3, default=no, loan=no"
0.33806012478729436,"age_bin=31-45, contact=cellular, loan=no"
0.33371147664965023,"loan=no, marital=single"
0.3331442616751749,"contact=cellular, education=secondary, loan=no"
0.332766118358858,"contact=cellular, education=tertiary"
0.3308754017772736,"default=no, loan=no, marital=single"
0.33068633011911513,"contact=cellular, default=no, education=tertiary"
0.3303081868027983,"contact=cellular, housing=no, poutcome=unknown"
0.3301191151446398,"housing=no, marital=married"
0.3301191151446398,"contact=cellular, housing=no, pdays_bin=never_contacted"
0.3301191151446398,"contact=cellular, housing=no, previous_bin=0"
0.3284174702212138,"default=no, housing=no, marital=married"
0.32255624881830214,"marital=married, poutcome=unknown"
0.3223671771601437,"marital=married, previous_bin=0"
0.3223671771601437,"marital=married, poutcome=unknown, previous_bin=0"
0.3223671771601437,"marital=married, pdays_bin=never_contacted, previous_bin=0"
0.3223671771601437,"marital=married, pdays_bin=never_contacted, poutcome=unknown"
0.3223671771601437,"marital=married, pdays_bin=never_contacted"
0.31934203062960864,"default=no, marital=married, poutcome=unknown"
0.3191529589714502,"default=no, marital=married, previous_bin=0"
0.3191529589714502,"default=no, marital=married, pdays_bin=never_contacted"
0.31574966912459823,"housing=yes, loan=no"
0.31499338249196446,"campaign_bin=2-3, contact=cellular"
0.31272452259406314,"contact=cellular, education=tertiary, loan=no"
0.31272452259406314,"campaign_bin=2-3, contact=cellular, default=no"
0.31253545093590474,"campaign_bin=1, housing=no"
0.31253545093590474,"contact=cellular, marital=single"
0.3115900926451125,"default=no, housing=yes, loan=no"
0.3106447343543203,"campaign_bin=1, default=no, housing=no"
0.3102665910380034,"housing=no, loan=no, marital=married"
0.31007751937984496,"contact=cellular, default=no, marital=single"
0.3017583664208735,"education=secondary, poutcome=unknown"
0.30156929476271505,"education=secondary, pdays_bin=never_contacted"
0.30156929476271505,"education=secondary, previous_bin=0"
0.30156929476271505,"education=secondary, poutcome=unknown, previous_bin=0"
0.30156929476271505,"education=secondary, pdays_bin=never_contacted, poutcome=unknown"
0.30156929476271505,"education=secondary, pdays_bin=never_contacted, previous_bin=0"
0.29703157496691246,"default=no, education=secondary, poutcome=unknown"
0.296842503308754,"default=no, education=secondary, pdays_bin=never_contacted"
0.296842503308754,"default=no, education=secondary, previous_bin=0"
0.29570807335980337,"campaign_bin=1, housing=no, loan=no"
0.288712422007941,"contact=cellular, loan=no, marital=single"
0.2881452070334657,"campaign_bin=1, poutcome=unknown"
0.28795613537530723,"campaign_bin=1, previous_bin=0"
0.28795613537530723,"campaign_bin=1, pdays_bin=never_contacted"
0.28795613537530723,"campaign_bin=1, pdays_bin=never_contacted, poutcome=unknown"
0.28795613537530723,"campaign_bin=1, poutcome=unknown, previous_bin=0"
0.28795613537530723,"campaign_bin=1, pdays_bin=never_contacted, previous_bin=0"
0.2877670637171488,"campaign_bin=2-3, contact=cellular, loan=no"
0.2862544904518813,"loan=no, marital=married, poutcome=unknown"
0.2862544904518813,"loan=no, marital=married, previous_bin=0"
0.2862544904518813,"loan=no, marital=married, pdays_bin=never_contacted"
0.2841747022121384,"campaign_bin=1, default=no, poutcome=unknown"
0.28398563055397996,"campaign_bin=1, default=no, pdays_bin=never_contacted"
0.28398563055397996,"campaign_bin=1, default=no, previous_bin=0"
0.28285120060502933,"age_bin=31-45, poutcome=unknown, previous_bin=0"
0.28285120060502933,"age_bin=31-45, poutcome=unknown"
0.28285120060502933,"age_bin=31-45, previous_bin=0"
0.28285120060502933,"age_bin=31-45, pdays_bin=never_contacted, previous_bin=0"
0.28285120060502933,"age_bin=31-45, pdays_bin=never_contacted"
0.28285120060502933,"age_bin=31-45, pdays_bin=never_contacted, poutcome=unknown"
0.28096048402344487,"contact=cellular, housing=yes"
0.2783134808092267,"age_bin=31-45, default=no, previous_bin=0"
0.2783134808092267,"age_bin=31-45, default=no, pdays_bin=never_contacted"
0.2783134808092267,"age_bin=31-45, default=no, poutcome=unknown"
0.2773681225184345,"contact=cellular, default=no, housing=yes"
0.27717905086027605,pdays_bin=91-365d
0.2764227642276423,"default=no, pdays_bin=91-365d"
0.2739648326715825,"contact=cellular, housing=no, marital=married"
0.2675363962941955,"campaign_bin=1, contact=cellular, housing=no"
0.2671582529778786,"education=secondary, housing=no"
0.2652675363962942,"default=no, education=secondary, housing=no"
0.2612970315749669,"education=tertiary, housing=no"
0.2601626016260163,"default=no, education=tertiary, housing=no"
0.2595953866515409,"education=secondary, loan=no, poutcome=unknown"
0.2594063149933825,"education=secondary, loan=no, previous_bin=0"
0.2594063149933825,"education=secondary, loan=no, pdays_bin=never_contacted"
0.25865002836074874,"campaign_bin=1, loan=no, poutcome=unknown"
0.2584609567025903,"campaign_bin=1, loan=no, pdays_bin=never_contacted"
0.2584609567025903,"campaign_bin=1, loan=no, previous_bin=0"
0.2580828133862734,"loan=no, pdays_bin=91-365d"
0.2577046700699565,"default=no, loan=no, pdays_bin=91-365d"
0.2548685951975799,"contact=cellular, pdays_bin=91-365d"
0.2541123085649461,"contact=cellular, default=no, pdays_bin=91-365d"
0.2514653053507279,"default=no, duration_bin=low"
0.2514653053507279,duration_bin=low
0.2505199470599357,"education=tertiary, housing=no, loan=no"
0.2503308754017773,"age_bin=31-45, loan=no, poutcome=unknown"
0.2503308754017773,"age_bin=31-45, loan=no, previous_bin=0"
0.2503308754017773,balance_bin=mid_low
0.2503308754017773,"age_bin=31-45, loan=no, pdays_bin=never_contacted"
0.25014180374361883,balance_bin=low
0.2499527320854604,"balance_bin=high, default=no"
0.2499527320854604,duration_bin=mid_high
0.2499527320854604,balance_bin=high
0.24976366042730194,"balance_bin=mid_low, default=no"
0.2495745887691435,balance_bin=mid_high
0.24938551711098506,duration_bin=high
0.24919644545282663,duration_bin=mid_low
0.24862923047835128,"balance_bin=mid_high, default=no"
0.24825108716203442,"default=no, duration_bin=mid_low"
0.24654944223860845,"education=secondary, marital=married"
0.24636037058045,"default=no, duration_bin=high"
0.2459822272641331,job=management
0.24522594063149933,age_bin=46-60
0.24484779731518244,"campaign_bin=2-3, pdays_bin=never_contacted, previous_bin=0"
0.24484779731518244,"campaign_bin=2-3, pdays_bin=never_contacted"
0.24484779731518244,"campaign_bin=2-3, poutcome=unknown"
0.24484779731518244,"campaign_bin=2-3, poutcome=unknown, previous_bin=0"
0.24484779731518244,"campaign_bin=2-3, previous_bin=0"
0.24484779731518244,"campaign_bin=2-3, pdays_bin=never_contacted, poutcome=unknown"
0.24446965399886558,"default=no, job=management"
0.24446965399886558,"default=no, education=secondary, marital=married"
0.2440915106825487,"default=no, duration_bin=mid_high"
0.24352429570807335,"age_bin=46-60, default=no"
0.24295708073359804,"housing=yes, poutcome=unknown"
0.24276800907543958,"housing=yes, poutcome=unknown, previous_bin=0"
0.24276800907543958,"housing=yes, pdays_bin=never_contacted, previous_bin=0"
0.24276800907543958,"housing=yes, pdays_bin=never_contacted, poutcome=unknown"
0.24276800907543958,"housing=yes, previous_bin=0"
0.24276800907543958,"housing=yes, pdays_bin=never_contacted"
0.24257893741728115,"campaign_bin=1, marital=married"
0.24238986575912272,"contact=cellular, marital=married, poutcome=unknown"
0.24238986575912272,"contact=cellular, housing=yes, loan=no"
0.24220079410096426,"contact=cellular, marital=married, previous_bin=0"
0.24220079410096426,"contact=cellular, marital=married, pdays_bin=never_contacted"
0.24182265078464737,"campaign_bin=2-3, default=no, poutcome=unknown"
0.24182265078464737,"campaign_bin=2-3, default=no, pdays_bin=never_contacted"
0.24182265078464737,"campaign_bin=2-3, default=no, previous_bin=0"
0.24182265078464737,"balance_bin=low, default=no"
0.24068822083569674,"education=secondary, housing=no, loan=no"
0.24049914917753829,"campaign_bin=1, default=no, marital=married"
0.2387975042541123,"balance_bin=high, default=no, loan=no"
0.2387975042541123,"balance_bin=high, loan=no"
0.23860843259595388,"campaign_bin=1, education=secondary"
0.23841936093779542,"campaign_bin=2-3, housing=no"
0.23841936093779542,"default=no, housing=yes, poutcome=unknown"
0.238230289279637,"default=no, housing=yes, pdays_bin=never_contacted"
0.238230289279637,"default=no, housing=yes, previous_bin=0"
0.23709585933068633,"campaign_bin=2-3, default=no, housing=no"
0.23652864435621102,"default=no, duration_bin=low, loan=no"
0.23652864435621102,"contact=cellular, loan=no, pdays_bin=91-365d"
0.23652864435621102,"duration_bin=low, loan=no"
0.23577235772357724,"age_bin=31-45, marital=married"
0.23558328606541878,"contact=cellular, education=tertiary, housing=no"
0.23539421440726035,"duration_bin=mid_low, loan=no"
0.23539421440726035,"campaign_bin=1, default=no, education=secondary"
0.23482699943278504,"marital=single, poutcome=unknown"
0.23463792777462658,"marital=single, pdays_bin=never_contacted, previous_bin=0"
0.23463792777462658,"default=no, duration_bin=mid_low, loan=no"
0.23463792777462658,"marital=single, previous_bin=0"
0.23463792777462658,"marital=single, pdays_bin=never_contacted"
0.23463792777462658,"marital=single, pdays_bin=never_contacted, poutcome=unknown"
0.23463792777462658,"marital=single, poutcome=unknown, previous_bin=0"
0.23350349782567592,"housing=no, marital=single"
0.23312535450935903,"age_bin=31-45, default=no, marital=married"
0.2329362828512006,"age_bin=31-45, housing=no"
0.23217999621856683,"default=no, housing=no, marital=single"
0.23180185290224994,"balance_bin=mid_high, loan=no"
0.23180185290224994,"contact=cellular, education=secondary, housing=no"
0.2310455662696162,"age_bin=31-45, default=no, housing=no"
0.2310455662696162,"balance_bin=mid_high, default=no, loan=no"
0.2310455662696162,"default=no, marital=single, poutcome=unknown"
0.23085649461145774,"default=no, marital=single, pdays_bin=never_contacted"
0.23085649461145774,"default=no, marital=single, previous_bin=0"
0.22991113632066554,"education=tertiary, poutcome=unknown"
0.22972206466250708,"education=tertiary, pdays_bin=never_contacted, poutcome=unknown"
0.22972206466250708,"education=tertiary, pdays_bin=never_contacted, previous_bin=0"
0.22972206466250708,"education=tertiary, previous_bin=0"
0.22972206466250708,"education=tertiary, pdays_bin=never_contacted"
0.22972206466250708,"education=tertiary, poutcome=unknown, previous_bin=0"
0.2293439213461902,"contact=cellular, education=secondary, poutcome=unknown"
0.22915484968803176,"contact=cellular, education=secondary, pdays_bin=never_contacted"
0.22915484968803176,"contact=cellular, education=secondary, previous_bin=0"
0.22858763471355645,"job=management, loan=no"
0.22764227642276422,"balance_bin=mid_low, loan=no"
0.2274532047646058,"balance_bin=mid_low, default=no, loan=no"
0.2274532047646058,"default=no, education=tertiary, poutcome=unknown"
0.22726413310644733,"default=no, job=management, loan=no"
0.22726413310644733,"default=no, education=tertiary, previous_bin=0"
0.22726413310644733,"default=no, education=tertiary, pdays_bin=never_contacted"
0.22556248818302135,"duration_bin=mid_high, loan=no"
0.2248062015503876,"campaign_bin=1, contact=cellular, poutcome=unknown"
0.22461712989222915,"campaign_bin=1, contact=cellular, previous_bin=0"
0.22461712989222915,"campaign_bin=1, contact=cellular, pdays_bin=never_contacted"
0.22386084325959538,"contact=cellular, default=no, duration_bin=low"
0.22386084325959538,"contact=cellular, duration_bin=low"
0.22140291170353563,"default=no, duration_bin=mid_high, loan=no"
0.22102476838721877,"campaign_bin=2-3, housing=no, loan=no"
0.22064662507090188,"campaign_bin=1, loan=no, marital=married"
0.22045755341274342,"contact=cellular, duration_bin=mid_low"
0.21970126678010965,"contact=cellular, default=no, duration_bin=mid_low"
0.2189449801474759,"age_bin=31-45, contact=cellular, previous_bin=0"
0.2189449801474759,"age_bin=31-45, contact=cellular, pdays_bin=never_contacted"
0.2189449801474759,"age_bin=31-45, contact=cellular, poutcome=unknown"
0.21875590848931745,"age_bin=46-60, loan=no"
0.21856683683115902,"campaign_bin=2-3, loan=no, previous_bin=0"
0.21856683683115902,"housing=no, loan=no, marital=single"
0.21856683683115902,"campaign_bin=2-3, loan=no, poutcome=unknown"
0.21856683683115902,"campaign_bin=2-3, loan=no, pdays_bin=never_contacted"
0.21818869351484213,"contact=cellular, job=management"
0.21705426356589147,"age_bin=46-60, default=no, loan=no"
0.21705426356589147,"contact=cellular, default=no, job=management"
0.21686519190773304,"age_bin=31-45, housing=no, loan=no"
0.21648704859141615,age_bin=<=30
0.21648704859141615,"education=secondary, loan=no, marital=married"
0.2144072603516733,"education=tertiary, job=management"
0.21384004537719795,"age_bin=<=30, default=no"
0.21327283040272263,"campaign_bin=1, education=secondary, loan=no"
0.21327283040272263,"default=no, education=tertiary, job=management"
0.21251654377008886,"education=tertiary, loan=no, previous_bin=0"
0.21251654377008886,"education=tertiary, loan=no, pdays_bin=never_contacted"
0.21251654377008886,"education=tertiary, loan=no, poutcome=unknown"
0.21232747211193043,"loan=no, marital=single, poutcome=unknown"
0.21213840045377197,"loan=no, marital=single, pdays_bin=never_contacted"
0.21213840045377197,"loan=no, marital=single, previous_bin=0"
0.21157118547929665,"contact=cellular, housing=no, marital=single"
0.21100397050482134,"contact=cellular, duration_bin=low, loan=no"
0.21100397050482134,"duration_bin=high, loan=no"
0.21081489884666288,"age_bin=31-45, loan=no, marital=married"
0.210436755530346,"age_bin=31-45, housing=yes"
0.21024768387218756,"balance_bin=low, loan=no"
0.2100586122140291,"balance_bin=mid_low, contact=cellular"
0.20968046889771225,"balance_bin=mid_low, contact=cellular, default=no"
0.2091132539232369,"age_bin=31-45, contact=cellular, housing=no"
0.20892418226507847,"default=no, duration_bin=high, loan=no"
0.2085460389487616,"contact=cellular, duration_bin=mid_low, loan=no"
0.2072225373416525,"housing=yes, loan=no, pdays_bin=never_contacted"
0.2072225373416525,"housing=yes, loan=no, poutcome=unknown"
0.2072225373416525,"housing=yes, loan=no, previous_bin=0"
0.20703346568349404,"campaign_bin=2-3, contact=cellular, housing=no"
0.20703346568349404,"age_bin=31-45, default=no, housing=yes"
0.2068443940253356,"balance_bin=low, contact=cellular"
0.20570996407638495,"balance_bin=mid_high, contact=cellular"
0.20570996407638495,"duration_bin=high, poutcome=unknown"
0.20552089241822652,"duration_bin=high, poutcome=unknown, previous_bin=0"
0.20552089241822652,"duration_bin=high, pdays_bin=never_contacted"
0.20552089241822652,"duration_bin=high, previous_bin=0"
0.20552089241822652,"duration_bin=high, pdays_bin=never_contacted, poutcome=unknown"
0.20552089241822652,"duration_bin=high, pdays_bin=never_contacted, previous_bin=0"
0.20495367744375118,"balance_bin=mid_high, contact=cellular, default=no"
0.2041973908111174,"balance_bin=low, default=no, loan=no"
0.2041973908111174,"contact=cellular, job=management, loan=no"
0.20381924749480054,"campaign_bin=2-3, marital=married"
0.20344110417848366,"balance_bin=high, contact=cellular"
0.20344110417848366,"balance_bin=high, contact=cellular, default=no"
0.2028738892040083,"campaign_bin=2-3, default=no, marital=married"
0.20268481754584988,"default=no, duration_bin=high, poutcome=unknown"
0.20249574588769143,"default=no, duration_bin=high, pdays_bin=never_contacted"
0.20249574588769143,"default=no, duration_bin=high, previous_bin=0"
0.2019285309132161,"contact=cellular, duration_bin=mid_high"
0.20155038759689922,"age_bin=31-45, campaign_bin=1"
0.20079410096426545,"balance_bin=low, contact=cellular, default=no"
0.19947059935715636,"contact=cellular, education=secondary, marital=married"
0.19928152769899793,"age_bin=31-45, campaign_bin=1, default=no"
0.19928152769899793,"education=tertiary, job=management, loan=no"
0.19871431272452258,"campaign_bin=1, contact=cellular, education=secondary"
0.1983361694082057,"housing=no, marital=married, poutcome=unknown"
0.1983361694082057,"age_bin=31-45, contact=cellular, marital=married"
0.1983361694082057,"housing=no, marital=married, previous_bin=0"
0.1983361694082057,"housing=no, marital=married, pdays_bin=never_contacted"
0.19776895443373038,"contact=cellular, default=no, duration_bin=mid_high"
0.1973908111174135,"campaign_bin=1, contact=cellular, marital=married"
0.1970126678010966,"age_bin=46-60, contact=cellular"
0.1970126678010966,previous_bin=2-5
0.19682359614293818,"age_bin=31-45, education=secondary"
0.19682359614293818,"default=no, previous_bin=2-5"
0.1960673095103044,"age_bin=<=30, loan=no"
0.1960673095103044,"education=secondary, housing=yes"
0.19587823785214598,"age_bin=31-45, education=tertiary"
0.19568916619398752,"age_bin=46-60, contact=cellular, default=no"
0.19493287956135374,"balance_bin=high, contact=cellular, loan=no"
0.19436566458687843,"age_bin=31-45, default=no, education=tertiary"
0.19398752127056154,"age_bin=31-45, default=no, education=secondary"
0.19398752127056154,"age_bin=<=30, default=no, loan=no"
0.19266401966345245,"default=no, education=secondary, housing=yes"
0.192474948005294,"balance_bin=mid_low, contact=cellular, loan=no"
0.19209680468897714,"contact=cellular, marital=single, poutcome=unknown"
0.19190773303081868,"contact=cellular, marital=single, pdays_bin=never_contacted"
0.19190773303081868,"contact=cellular, marital=single, previous_bin=0"
0.19190773303081868,"contact=cellular, education=tertiary, poutcome=unknown"
0.19190773303081868,"contact=cellular, education=tertiary, job=management"
0.19171866137266025,"contact=cellular, education=tertiary, pdays_bin=never_contacted"
0.19171866137266025,"contact=cellular, education=tertiary, previous_bin=0"
0.1915295897145018,"default=no, duration_bin=low, housing=no"
0.1915295897145018,"duration_bin=low, housing=no"
0.1911514463981849,"balance_bin=mid_high, contact=cellular, loan=no"
0.19077330308186802,"housing=yes, marital=married"
0.18869351484212515,"campaign_bin=2-3, contact=cellular, previous_bin=0"
0.18869351484212515,"default=no, housing=yes, marital=married"
0.18869351484212515,"campaign_bin=2-3, contact=cellular, poutcome=unknown"
0.18869351484212515,"campaign_bin=2-3, contact=cellular, pdays_bin=never_contacted"
0.18774815655133295,"age_bin=<=30, contact=cellular"
0.18642465494422386,"age_bin=<=30, contact=cellular, default=no"
0.18604651162790697,"duration_bin=mid_low, housing=no"
0.1856683683115901,"default=no, duration_bin=mid_low, housing=no"
0.1849120816789563,"default=no, poutcome=success"
0.1849120816789563,poutcome=success
0.184344866704481,"housing=no, pdays_bin=91-365d"
0.184344866704481,"default=no, housing=no, pdays_bin=91-365d"
0.1839667233881641,"campaign_bin=1, marital=single"
0.18377765173000568,"age_bin=31-45, campaign_bin=1, loan=no"
0.18358858007184722,"loan=no, previous_bin=2-5"
0.18358858007184722,"default=no, loan=no, previous_bin=2-5"
0.1830213650973719,"age_bin=31-45, housing=yes, loan=no"
0.18283229343921345,"age_bin=31-45, education=tertiary, loan=no"
0.18283229343921345,"campaign_bin=2-3, loan=no, marital=married"
0.1824541501228966,"contact=cellular, duration_bin=mid_high, loan=no"
0.18226507846473813,"campaign_bin=1, housing=no, poutcome=unknown"
0.1820760068065797,"campaign_bin=1, housing=no, pdays_bin=never_contacted"
0.1820760068065797,"campaign_bin=1, default=no, marital=single"
0.1820760068065797,"campaign_bin=1, housing=no, previous_bin=0"
0.18188693514842125,"duration_bin=low, housing=no, loan=no"
0.1807525051994706,"contact=cellular, previous_bin=2-5"
0.18056343354131216,"contact=cellular, default=no, previous_bin=2-5"
0.17980714690867838,"contact=cellular, duration_bin=high"
0.1794290035923615,"duration_bin=mid_low, housing=no, loan=no"
0.17867271695972772,"age_bin=<=30, marital=single"
0.1775382870107771,"housing=no, loan=no, pdays_bin=91-365d"
0.1775382870107771,"contact=cellular, default=no, duration_bin=high"
0.1771601436944602,"balance_bin=high, default=no, housing=no"
0.1771601436944602,"balance_bin=high, housing=no"
0.1765929287199849,"default=no, loan=no, poutcome=success"
0.1765929287199849,"loan=no, poutcome=success"
0.1765929287199849,"age_bin=46-60, contact=cellular, loan=no"
0.176214785403668,"age_bin=<=30, default=no, marital=single"
0.1758366420873511,"age_bin=46-60, marital=married"
0.17526942711287577,"age_bin=31-45, campaign_bin=2-3"
0.17489128379655888,month=may
0.17470221213840045,"age_bin=31-45, contact=cellular, education=tertiary"
0.17470221213840045,"age_bin=46-60, default=no, marital=married"
0.17413499716392514,"balance_bin=low, contact=cellular, loan=no"
0.17394592550576668,"duration_bin=mid_high, pdays_bin=never_contacted, poutcome=unknown"
0.17394592550576668,"duration_bin=mid_high, previous_bin=0"
0.17394592550576668,"campaign_bin=1, education=tertiary"
0.17394592550576668,"duration_bin=mid_high, poutcome=unknown"
0.17394592550576668,"duration_bin=mid_high, pdays_bin=never_contacted"
0.17394592550576668,"duration_bin=mid_high, pdays_bin=never_contacted, previous_bin=0"
0.17394592550576668,"duration_bin=mid_high, poutcome=unknown, previous_bin=0"
0.17375685384760825,"age_bin=31-45, campaign_bin=2-3, default=no"
0.17337871053129136,"balance_bin=low, pdays_bin=never_contacted, poutcome=unknown"
0.17337871053129136,"balance_bin=low, poutcome=unknown, previous_bin=0"
0.17337871053129136,"balance_bin=low, poutcome=unknown"
0.17337871053129136,"balance_bin=low, pdays_bin=never_contacted, previous_bin=0"
0.17337871053129136,"balance_bin=low, previous_bin=0"
0.17337871053129136,"balance_bin=low, pdays_bin=never_contacted"
0.17337871053129136,"default=no, month=may"
0.1731896388731329,"campaign_bin=1, default=no, education=tertiary"
0.17281149555681605,"age_bin=31-45, campaign_bin=1, contact=cellular"
0.1726224238986576,"education=tertiary, marital=married"
0.17243335224049916,"contact=cellular, duration_bin=low, housing=no"
0.1722442805823407,"campaign_bin=1, loan=no, marital=single"
0.17205520892418227,"balance_bin=high, housing=no, loan=no"
0.1716770656078654,"campaign_bin=1, housing=yes"
0.1716770656078654,"age_bin=31-45, education=secondary, loan=no"
0.1716770656078654,"default=no, education=tertiary, marital=married"
0.1712989222915485,"duration_bin=high, loan=no, poutcome=unknown"
0.1712989222915485,"duration_bin=high, loan=no, previous_bin=0"
0.1712989222915485,"duration_bin=high, loan=no, pdays_bin=never_contacted"
0.17110985063339004,"age_bin=<=30, contact=cellular, loan=no"
0.17016449234259784,"contact=cellular, poutcome=success"
0.17016449234259784,"contact=cellular, default=no, poutcome=success"
0.16921913405180564,"age_bin=46-60, housing=no"
0.16903006239364718,"campaign_bin=1, default=no, housing=yes"
0.16884099073548875,"default=no, duration_bin=mid_high, pdays_bin=never_contacted"
0.16884099073548875,"default=no, duration_bin=mid_high, poutcome=unknown"
0.16884099073548875,"default=no, duration_bin=mid_high, previous_bin=0"
0.16865191907733032,"education=secondary, housing=no, poutcome=unknown"
0.16846284741917186,"education=secondary, housing=no, pdays_bin=never_contacted"
0.16846284741917186,"campaign_bin=2-3, education=secondary"
0.16846284741917186,"education=secondary, housing=no, previous_bin=0"
0.16808470410285498,"contact=cellular, loan=no, previous_bin=2-5"
0.1677065607865381,"age_bin=46-60, default=no, housing=no"
0.16695027415390434,"education=secondary, housing=yes, loan=no"
0.16676120249574589,"campaign_bin=2-3, default=no, education=secondary"
0.166383059179429,"education=tertiary, marital=single"
0.16619398752127057,"campaign_bin=2-3, contact=cellular, marital=married"
0.16619398752127057,"contact=cellular, housing=no, pdays_bin=91-365d"
0.16562677254679523,"balance_bin=low, default=no, poutcome=unknown"
0.16562677254679523,"balance_bin=low, default=no, pdays_bin=never_contacted"
0.16562677254679523,"default=no, education=tertiary, marital=single"
